filme,decada,score,nacionalidade,genero
Sky High,2000,3,USA,Action
"Jacket, The",2000,2,USA,Drama
"Adventures of Sharkboy and Lavagirl 3-D, The",2000,1,USA,Action
Danny the dog,2000,1,USA,Action
"Sisterhood of the Traveling Pants, The",2000,3,USA,Comedy
Mrs Palfrey at The Claremont,2000,3,USA,Comedy
"Call of Cthulhu, The",2000,0,USA,Horror
Brokeback Mountain,2000,2,USA,Drama
Lord of War,2000,2,USA,Crime
Me and You and Everyone We Know,2000,3,USA,Comedy
Enron: The Smartest Guys in the Room,2000,1,USA,Documentary
Wedding Crashers,2000,3,USA,Comedy
Red Eye,2000,3,USA,Thriller
Shopgirl,2000,2,USA,Drama
Domino,2000,3,USA,Action
Kinky Boots,2000,3,USA,Comedy
Harry Potter and the Goblet of Fire,2000,1,USA,Adventure
Cinderella Man,2000,2,USA,Biography
Happy Endings,2000,3,USA,Comedy
Rent,2000,3,USA,Drama
Charlie and the Chocolate Factory,2000,3,USA,Adventure
Flightplan,2000,3,USA,Drama
Strangers with Candy,2000,3,USA,Comedy
Fun with Dick and Jane,2000,3,USA,Comedy
Dark Water,2000,3,USA,Drama
"Ballad of Jack and Rose, The",2000,3,USA,Drama
Coach Carter,2000,3,USA,Biography
Hoodwinked!,2000,3,USA,Animation
Madagascar,2000,0,USA,Animation
Isolation,2000,1,USA,Horror
Memoirs of a Geisha,2000,3,USA,Drama
Hustle &amp; Flow,2000,3,USA,Crime
MirrorMask,2000,3,USA,Drama
Proof,2000,3,USA,Drama
Mr. &amp; Mrs. Smith,2000,2,USA,Action
"Devil&#39;s Rejects, The",2000,3,USA,Crime
House of the Dead 2,2000,3,USA,Action
"Ring Two, The",2000,3,USA,Horror
Ice Princess,2000,3,USA,Comedy
Constantine,2000,1,USA,Action
Hostel,2000,1,USA,Horror
"Yours, Mine and Ours",2000,3,USA,Comedy
"Wedding Date, The",2000,3,USA,Comedy
Capote,2000,3,USA,Biography
Beauty Shop,2000,3,USA,Comedy
Match Point,2000,3,USA,Drama
Hitch,2000,2,USA,Comedy
Kids in America,2000,3,USA,Comedy
Must Love Dogs,2000,2,USA,Comedy
Twelve and Holding,2000,3,USA,Drama
BloodRayne,2000,3,USA,Action
Rumor Has It...,2000,3,USA,Comedy
Stealth,2000,1,USA,Action
Vampire Bats,2000,3,USA,Action
Hate Crime,2000,2,USA,Crime
"Fog, The",1980,3,USA,Horror
Adam &amp; Steve,2000,3,USA,Comedy
Munich,2000,1,USA,Action
"Exorcism of Emily Rose, The",2000,3,USA,Drama
Bewitched,2000,3,USA,Comedy
"Three Burials of Melquiades Estrada, The",2000,3,USA,Adventure
Cursed,2000,3,USA,Comedy
Son of the Mask,2000,1,USA,Comedy
Boynton Beach Club,2000,3,USA,Comedy
White Noise,2020,3,USA,Comedy
Keeping Mum,2000,3,USA,Comedy
Transporter 2,2000,1,USA,Action
Boogeyman,2000,2,USA,Drama
Sweet Land,2000,3,USA,Drama
Die You Zombie Bastards!,2000,1,USA,Comedy
Mortuary,2000,3,USA,Horror
Lords of Dogtown,2000,2,USA,Biography
Zathura: A Space Adventure,2000,0,USA,Action
Valiant,2000,1,USA,Animation
Swimmers,2000,3,USA,Drama
Romance &amp; Cigarettes,2000,3,USA,Comedy
Bad Reputation,2000,3,USA,Drama
A History of Violence,2000,3,USA,Action
"Prize Winner of Defiance, Ohio, The",2000,3,USA,Biography
"Longest Yard, The",2000,1,USA,Comedy
Little Manhattan,2000,3,USA,Comedy
"Pacifier, The",2000,3,USA,Action
House of Wax,1950,3,USA,Horror
Monster-in-Law,2000,0,USA,Comedy
Elektra,2000,3,USA,Action
Chicken Little,2000,1,USA,Animation
Grey&#39;s Anatomy,2000,0,USA,Drama
Little Einsteins,2000,1,USA,Animation
West Bank Story,2000,1,USA,Short
"Perfect Man, The",2000,3,USA,Comedy
Four Brothers,2000,1,USA,Action
Cry_Wolf,2000,3,USA,Drama
"Producers, The",1960,0,USA,Comedy
Twitches,2000,1,USA,Comedy
Stay,2000,1,USA,Drama
"Quiet, The",2000,3,USA,Crime
Say Uncle,2000,2,USA,Comedy
Elizabethtown,2000,3,USA,Comedy
Wallace &amp; Gromit: The Curse of the Were-Rabbit,2000,1,USA,Animation
Survival Island,2000,2,USA,Drama
Santa&#39;s Slay,2000,3,USA,Comedy
Tyler Perry&#146;s Diary of a mad black woman,2000,3,USA,Comedy
"Family Stone, The",2000,3,USA,Comedy
Cheaper by the Dozen 2,2000,2,USA,Adventure
Green Street Hooligans,2000,0,USA,Crime
THE MATADOR,2000,1,USA,Comedy
Nanny McPhee,2000,0,USA,Comedy
"Magic of Ordinary Days, The",2000,3,USA,Drama
"Upside of Anger, The",2000,3,USA,Comedy
My Little Pony,2000,1,USA,Animation
Idiocracy,2000,1,USA,Adventure
"Devil Wears Prada, The",2000,3,USA,Comedy
Pirates of the Caribbean: Dead Man&#39;s Chest,2000,2,USA,Action
Penelope,2000,3,USA,Comedy
"Pursuit of Happyness, The",2000,0,USA,Biography
Baggage Claim,2010,3,USA,Comedy
Captain Phillips,2010,1,USA,Action
Filth,2010,1,USA,Action
Escape Plan,2010,2,USA,Action
A Haunting at Silver Falls,2010,3,USA,Horror
About Time,2010,3,USA,Comedy
"Fifth Estate, The",2010,1,USA,Biography
"Wine of Summer, The",2010,3,USA,Comedy
RWBY,2010,3,USA,Animation
"Counselor, The",2010,3,USA,Action
I Used to Be Darker,2010,3,USA,Drama
Go for Sisters,2010,3,USA,Crime
Ender&#39;s Game,2010,2,USA,Action
Thor: The Dark World,2010,3,USA,Action
All is Lost,2010,0,USA,Action
Enough Said,2010,3,USA,Comedy
Thanks for Sharing,2010,2,USA,Comedy
Skinwalker Ranch,2010,0,USA,Horror
Inside Llewyn Davis,2010,1,USA,Drama
Ass Backwards,2010,3,USA,Adventure
"Hunger Games: Catching Fire, The",2010,3,USA,Action
Moving Mountains,2010,3,USA,Drama
"Lunchbox, The",2010,3,USA,Drama
Frozen,2010,3,USA,Animation
Her,2010,2,USA,Drama
Philomena,2010,3,USA,Biography
"Last Keepers, The",2010,3,USA,Family
Insidious: Chapter 2,2010,2,USA,Horror
August: Osage County,2010,3,USA,Comedy
Percy Jackson: Sea of Monsters,2010,3,USA,Adventure
Man of Tai Chi,2010,3,USA,Action
Out of the Furnace,2010,1,USA,Action
American Hustle,2010,3,USA,Crime
"Secret Life of Walter Mitty, The",2010,3,USA,Adventure
"Hobbit: The Desolation of Smaug, The",2010,3,USA,Adventure
"Wolf of Wall Street, The",2010,3,USA,Biography
Love &amp; Air Sex,2010,3,USA,Comedy
We Are What We Are,2010,3,USA,Drama
Riley Rewind,2010,3,USA,Drama
Saving Mr. Banks,2010,3,USA,Biography
A Good Day to Die Hard,2010,1,USA,Action
47 Ronin,2010,2,USA,Action
Zombie Hunter,2010,3,USA,Action
"Book Thief, The",2010,3,USA,Drama
Casse-tete chinois,2010,3,USA,Comedy
12 Years a Slave,2010,3,USA,Biography
Rush,2010,1,USA,Action
Nymphomaniac: Volume 1,2010,3,USA,Drama
Bounty Killer,2010,3,USA,Action
Austenland,2010,3,USA,Comedy
Cloudy with a Chance of Meatballs 2,2010,3,USA,Animation
"Starving Games, The",2010,3,USA,Adventure
Some Girl(s),2010,1,USA,Comedy
V/H/S/2,2010,3,USA,Horror
Gimme Shelter,2010,1,USA,Drama
Knights of Badassdom,2010,3,USA,Action
+1,2010,3,USA,Romance
Best Friends Forever,2010,3,USA,Drama
Last Vegas,2010,1,USA,Comedy
"Look of Love, The",2010,3,USA,Biography
Oldboy,2010,2,USA,Action
Cutie and the Boxer,2010,0,USA,Documentary
Birdemic 2: The Resurrection,2010,3,USA,Horror
"Best Man Holiday, The",2010,3,USA,Comedy
I Give it a Year,2010,3,USA,Comedy
Grace Unplugged,2010,3,USA,Drama
"100-Year-Old Man Who Climbed Out the Window and Disappeared, The",2010,1,USA,Adventure
"Congress, The",2010,3,USA,Animation
Anchorman 2: The Legend Continues,2010,3,USA,Comedy
"Lifeguard, The",2010,3,USA,Drama
Kill Your Darlings,2010,1,USA,Biography
Blackfish,2010,3,USA,Documentary
Contracted,2010,3,USA,Drama
Fading Gigolo,2010,2,USA,Comedy
Bad Words,2010,2,USA,Comedy
Words and Pictures,2010,3,USA,Comedy
An Easter Bunny Puppy,2010,3,USA,Family
G.B.F.,2010,3,USA,Comedy
Odd Thomas,2010,3,USA,Comedy
Interior. Leather Bar.,2010,1,USA,Drama
Touchy Feely,2010,3,USA,Comedy
"Punk Singer, The",2010,3,USA,Documentary
Best Night Ever,2010,3,USA,Comedy
"Immigrant, The",2010,3,USA,Drama
Palo Alto,2010,3,USA,Drama
Locke,2010,0,USA,Drama
Justice Is Mind,2010,3,USA,Crime
Decoding Annie Parker,2010,3,USA,Drama
"Pretty One, The",2010,3,USA,Comedy
"Last Stand, The",2010,1,USA,Action
"Kings of Summer, The",2010,2,USA,Adventure
Life Inside Out,2010,3,USA,Drama
Beneath,2010,0,USA,Adventure
All Cheerleaders Die,2010,3,USA,Comedy
Geography Club,2010,3,USA,Comedy
Homefront,2010,2,USA,Action
"Zero Theorem, The",2010,0,USA,Comedy
Blue Ruin,2010,3,USA,Crime
Wrong Cops,2010,1,USA,Comedy
Are You Here,2010,3,USA,Comedy
"Invisible Woman, The",2010,3,USA,Biography
"Love Punch, The",2010,3,USA,Comedy
At Middleton,2010,3,USA,Comedy
Ashley,2010,3,USA,Drama
Remember Sunday,2010,3,USA,Drama
"Princess Twins of Legendale, The",2010,3,USA,Animation
Horns,2010,3,USA,Comedy
"Truth About Emanuel, The",2010,3,USA,Drama
Legends of Oz: Dorothy&#39;s Return,2010,3,USA,Animation
"Spectacular Now, The",2010,2,USA,Drama
Particle Fever,2010,3,USA,Documentary
Tim&#39;s Vermeer,2010,2,USA,Documentary
Open Road,2010,3,USA,Drama
Curse of Chucky,2010,3,USA,Horror
Plush,2010,3,USA,Drama
First Period,2010,3,USA,Comedy
Rewind,2010,1,USA,Action
Maron,2010,0,USA,Comedy
Teen Beach Movie,2010,3,USA,Comedy
Coherence,2010,3,USA,Drama
Upstream Color,2010,0,USA,Drama
Adult World,2010,3,USA,Comedy
Maidentrip,2010,3,USA,Documentary
A Picture of You,2010,3,USA,Drama
"Last of Robin Hood, The",2010,3,USA,Biography
House of Cards,2010,1,USA,Drama
Monster Pies,2010,2,USA,Drama
Ronny,2010,0,USA,Short
Lost Angel,2010,0,USA,Short
Cheap Thrills,2010,1,USA,Comedy
A Teacher,2010,3,USA,Drama
Very Good Girls,2010,3,USA,Drama
A Case of You,2010,3,USA,Comedy
Vino Veritas,2010,3,USA,Comedy
A Haunted House,2010,3,USA,Comedy
Christmas in the City,2010,3,USA,Comedy
"Den, The",2010,3,USA,Horror
Jug Face,2010,3,USA,Drama
Lone Survivor,2010,0,USA,Action
Frankenstein&#39;s Army,2010,0,USA,Horror
CBGB,2010,1,USA,Crime
Sleeping with the Fishes,2010,3,USA,Comedy
Delivery Man,2010,1,USA,Comedy
Barbie and the pink shoes,2010,3,USA,Animation
Metalocalypse The Doomstar Requiem,2010,1,USA,Animation
Monster High: Thirteen Wishes,2010,1,USA,Animation
"Fosters, The",2010,1,USA,Drama
Charlie Countryman,2010,1,USA,Action
Free Birds,2010,0,USA,Animation
"Legend of Hercules, The",2010,2,USA,Action
Jack Ryan: Shadow Recruit,2010,1,USA,Action
Ride Along,2010,0,USA,Action
"Lego Movie, The",2010,3,USA,Animation
Vampire Academy,2010,3,USA,Action
"Monuments Men, The",2010,0,USA,Comedy
Dead Snow 2,2010,3,USA,Action
Fields of the Dead,2010,3,USA,Horror
Robocop,2010,2,USA,Action
Lizzie Borden Took An Ax,2010,3,USA,Biography
3 Days to Kill,2010,3,USA,Action
Pompeii,2010,3,USA,Action
Non-Stop,2010,3,USA,Action
"I, Frankenstein",2010,1,USA,Action
Paranormal Activity: The Marked Ones,2010,2,USA,Horror
Winter&#39;s Tale,2010,3,USA,Drama
Mr. Peabody and Sherman,2010,1,USA,Animation
"Grand Budapest Hotel, The",2010,1,USA,Adventure
That Awkward Moment,2010,3,USA,Comedy
300: Rise of an Empire,2010,1,USA,Action
Veronica Mars,2010,3,USA,Crime
Our RoboCop Remake,2010,3,USA,Action
Divergent,2010,3,USA,Action
God&#39;s Not Dead,2010,3,USA,Drama
Rio 2,2010,3,USA,Animation
Cesar Chavez,2010,3,USA,Biography
Noah,2010,3,USA,Action
Camp Takota,2010,3,USA,Comedy
Captain America: The Winter Soldier,2010,3,USA,Action
Lies I Told My Little Sister,2010,3,USA,Comedy
Million Dollar Arm,2010,1,USA,Biography
Joe,2010,2,USA,Crime
Under the Skin,2010,0,USA,Drama
Transcendence,2010,1,USA,Action
Barefoot,2010,3,USA,Comedy
Oculus,2010,3,USA,Horror
Mega Shark vs. Mecha Shark,2010,3,USA,Action
"Other Woman, The",2010,3,USA,Comedy
Amazing Spider-Man 2,2010,1,USA,Action
Draft Day,2010,2,USA,Drama
Brick Mansions,2010,3,USA,Action
"Fault in Our Stars, The",2010,3,USA,Drama
Walk of Shame,2010,3,USA,Comedy
Godzilla,1990,3,USA,Action
Starving in Suburbia,2010,3,USA,Biography
Muppets Most Wanted,2010,1,USA,Adventure
Chef,2010,1,USA,Adventure
Neighbors,2010,3,USA,Comedy
"Two Faces of January, The",2010,3,USA,Crime
X-Men: Days of Future Past,2010,1,USA,Action
Boyhood,2010,3,USA,Drama
Maleficent,2010,3,USA,Action
Grace of Monaco,2010,3,USA,Biography
"Something, Anything",2010,3,USA,Drama
A Million Ways to Die in the West,2010,2,USA,Comedy
Edge of Tomorrow,2010,1,USA,Action
"Skeleton Twins, The",2010,3,USA,Comedy
"Bag Man, The",2010,1,USA,Action
Ragamuffin,2010,2,USA,Biography
"Rover, The",2010,0,USA,Action
Obvious Child,2010,3,USA,Comedy
What We Do in the Shadows,2010,1,USA,Comedy
Transformers: Age of Extinction,2010,3,USA,Action
Tammy,2010,3,USA,Comedy
Begin Again,2010,3,USA,Comedy
How to Train Your Dragon 2,2010,1,USA,Animation
Dawn of the Planet of the Apes,2010,1,USA,Action
Sabotage,2010,3,USA,Action
Dead Girls,2010,3,USA,Horror
"Purge: Anarchy, The",2010,3,USA,Action
Jersey Boys,2010,2,USA,Biography
Hercules,1980,3,USA,Adventure
22 Jump St,2010,2,USA,Action
Blended,2010,3,USA,Comedy
Guardians of the Galaxy,2010,3,USA,Action
Planes: Fire &amp; Rescue,2010,1,USA,Animation
Into the Storm,2010,3,USA,Action
Teenage Mutant Ninja Turtles,1990,2,USA,Action
"Hundred-Foot Journey, The",2010,3,USA,Comedy
Need for Speed,2010,1,USA,Action
"Boxtrolls, The",2010,2,USA,Animation
"Giver, The",2010,3,USA,Drama
Hector and the Search for Happiness,2010,1,USA,Adventure
Let&#39;s Be Cops,2010,0,USA,Action
"Expendables 3, The",2010,0,USA,Action
When the Game Stands Tall,2010,1,USA,Biography
A Most Wanted Man,2010,2,USA,Crime
Sin City: A Dame to Kill For,2010,1,USA,Action
Get On Up,2010,2,USA,Biography
If I Stay,2010,3,USA,Drama
"One I Love, The",2010,3,USA,Comedy
Women Aren&#39;t Funny,2010,3,USA,Documentary
"November Man, The",2010,1,USA,Action
As Above So Below,2010,3,USA,Horror
"Drop, The",2010,1,USA,Crime
Moms&#39; Night Out,2010,3,USA,Comedy
Atlas Shrugged: Who Is John Galt?,2010,3,USA,Drama
"Maze Runner, The",2010,1,USA,Action
Pride,2010,3,USA,Biography
Maps to the Stars,2010,3,USA,Comedy
A Walk Among the Tombstones,2010,1,USA,Action
"Disappearance of Eleanor Rigby: Them, The",2010,3,USA,Drama
"Equalizer, The",2010,1,USA,Action
Gone Girl,2010,3,USA,Drama
Annabelle,2010,3,USA,Horror
Two Night Stand,2010,3,USA,Comedy
My Little Pony: Equestria Girls - Rainbow Rocks,2010,3,USA,Animation
Wish I Was Here,2010,3,USA,Comedy
No Good Deed,2010,3,USA,Crime
Beyond the Lights,2010,3,USA,Drama
Whiplash,2010,1,USA,Drama
Laggies,2010,3,USA,Comedy
"Good Lie, The",2010,3,USA,Biography
"Judge, The",2010,2,USA,Crime
"Alexander and the Terrible, Horrible, No Good Very Bad Day",2010,3,USA,Comedy
"Book of Life, The",2010,3,USA,Animation
Fury,1930,2,USA,Crime
Happy Christmas,2010,3,USA,Comedy
Nightcrawler,2010,3,USA,Crime
John Wick,2010,1,USA,Action
Interstellar,2010,3,USA,Adventure
"Interview, The",2010,1,USA,Action
Big Hero 6,2010,3,USA,Animation
Birdman,2010,3,USA,Comedy
Dear White People,2010,3,USA,Comedy
Inherent Vice,2010,1,USA,Comedy
"Hunger Games: Mockingjay - Part 1, The",2010,3,USA,Action
Citizenfour,2010,1,USA,Documentary
"Imitation Game, The",2010,2,USA,Biography
Foxcatcher,2010,1,USA,Biography
Magic in the Moonlight,2010,3,USA,Comedy
Penguins of Madagascar,2010,0,USA,Animation
"Single Moms Club, The",2010,3,USA,Comedy
Barbie and the Secret Door,2010,3,USA,Animation
Selma,2010,3,USA,Biography
Into the Woods,2010,3,USA,Adventure
"Theory of Everything, The",2010,3,USA,Biography
Wild,2010,3,USA,Adventure
This Is Where I Leave You,2010,2,USA,Comedy
Ouija,2010,3,USA,Horror
"Homesman, The",2010,1,USA,Drama
Frozen in Time,2010,0,USA,Animation
"Hobbit: The Battle of the Five Armies, The",2010,1,USA,Adventure
Annie,1980,3,USA,Comedy
Mr. Turner,2010,1,USA,Biography
St. Vincent,2010,3,USA,Comedy
Unbroken,2010,0,USA,Action
Exodus: Gods and Kings,2010,2,USA,Action
White Bird in a Blizzard,2010,3,USA,Drama
Top Five,2010,3,USA,Comedy
They Came Together,2010,3,USA,Comedy
Good People,2010,3,USA,Action
A Girl Walks Home Alone at Night,2010,3,USA,Drama
You&#39;re Not You,2010,3,USA,Drama
I Origins,2010,3,USA,Drama
Treehouse,2010,3,USA,Horror
Still Alice,2010,3,USA,Drama
Zombeavers,2010,3,USA,Comedy
Kingsman: The Secret Service,2010,3,USA,Action
Project Almanac,2010,3,USA,Drama
"Disappearance of Eleanor Rigby: Her, The",2010,3,USA,Drama
A Most Violent Year,2010,3,USA,Action
American Sniper,2010,1,USA,Action
"Normal Heart, The",2010,1,USA,Biography
Cake,2010,3,USA,Drama
Parallels,2010,3,USA,Action
Big Eyes,2010,3,USA,Biography
Predestination,2010,3,USA,Action
God&#39;s Pocket,2010,1,USA,Crime
Before I Go to Sleep,2010,3,USA,Drama
Seventh Son,2010,3,USA,Action
Love Is Strange,2010,2,USA,Drama
Suite francaise,2010,3,USA,Drama
Someone Marry Barry,2010,2,USA,Comedy
"Scribbler, The",2010,3,USA,Mystery
Welcome to Me,2010,3,USA,Comedy
"Last Five Years, The",2010,1,USA,Comedy
Boy Meets Girl,2010,3,USA,Comedy
My Old Lady,2010,3,USA,Comedy
Love &amp; Mercy,2010,2,USA,Biography
Mike and I,2010,1,USA,Short
"Houses October Built, The",2010,0,USA,Horror
"Kumiko, the Treasure Hunter",2010,3,USA,Drama
Learning to Drive,2010,3,USA,Comedy
Infinitely Polar Bear,2010,3,USA,Comedy
Angry Video Game Nerd: The Movie,2010,3,USA,Adventure
She&#39;s Funny That Way,2010,3,USA,Comedy
Outcast,2010,3,USA,Action
Step Up All In,2010,2,USA,Drama
Black Sea,2010,0,USA,Adventure
Cooties,2010,1,USA,Action
East Side Sushi,2010,3,USA,Comedy
Unfriended,2010,3,USA,Horror
Big Game,2010,0,USA,Action
It Follows,2010,3,USA,Horror
Lust for Love,2010,3,USA,Comedy
"Taking of Deborah Logan, The",2010,3,USA,Horror
Rosewater,2010,1,USA,Biography
Mercenaries,2010,3,USA,Action
Dark Was the Night,2010,1,USA,Drama
Hits,2010,3,USA,Comedy
Miss Meadows,2010,3,USA,Comedy
Comet,2010,1,USA,Comedy
Ask Me Anything,2010,3,USA,Comedy
Innocence,2010,3,USA,Fantasy
While We&#39;re Young,2010,3,USA,Comedy
Spring,2010,0,USA,Drama
"Like Sunday, Like Rain",2010,3,USA,Drama
Life Partners,2010,3,USA,Comedy
Not Cool,2010,3,USA,Comedy
Stretch,2010,1,USA,Comedy
Cut Bank,2010,3,USA,Crime
River of Fundament,2010,3,USA,Drama
Every Secret Thing,2010,3,USA,Crime
Eat with Me,2010,3,USA,Comedy
Faults,2010,3,USA,Drama
Before We Go,2010,3,USA,Comedy
Land Ho!,2010,3,USA,Adventure
5 Flights Up,2010,3,USA,Comedy
"Damned Thing, The",2010,1,USA,Horror
Anatomy of a Love Seen,2010,3,USA,Drama
Son of Batman,2010,2,USA,Animation
Young Ones,2010,1,USA,Action
Clown,2010,3,USA,Horror
"Gabby Douglas Story, The",2010,1,USA,Biography
Jane the Virgin,2010,3,USA,Comedy
Horrible Bosses 2,2010,1,USA,Comedy
Fort Tilden,2010,1,USA,Comedy
Gotham,2010,3,USA,Action
"Frame, The",2010,3,USA,Crime
Out of the Dark,2010,3,USA,Horror
Girltrash: All Night Long,2010,3,USA,Comedy
Da Sweet Blood of Jesus,2010,3,USA,Comedy
H.,2010,1,USA,Drama
Sharknado 2: The Second One,2010,3,USA,Action
"Lookalike, The",2010,3,USA,Crime
Creep,2010,0,USA,Horror
Last Shift,2010,3,USA,Horror
Heaven Is For Real,2010,2,USA,Biography
Search Party,2010,2,USA,Adventure
Better Living Through Chemistry,2010,1,USA,Comedy
Dumb and Dumber 2,2010,3,USA,Comedy
"Town That Dreaded Sundown, The",1970,1,USA,Crime
Dolphin Tale 2,2010,3,USA,Drama
Night at the Museum: Secret of the Tomb,2010,1,USA,Adventure
Dracula Untold,2010,0,USA,Action
Earth To Echo,2010,1,USA,Adventure
About Last Night,1980,3,USA,Comedy
Deliver Us From Evil,2010,2,USA,Crime
Out in the Night,2010,3,USA,Documentary
Date and Switch,2010,2,USA,Comedy
Sex Ed,2010,3,USA,Comedy
Alex of Venice,2010,3,USA,Drama
Taken 3,2010,1,USA,Action
Awesome Asian Bad Guys,2010,1,USA,Action
Mass Extinction: Life at the Brink,2010,0,USA,Documentary
"Red Tent, The",2010,3,USA,Drama
Big Stone Gap,2010,3,USA,Comedy
Cloud 9,2010,3,USA,Drama
"Nut Job, The",2010,3,USA,Animation
12 Dog Days Till Christmas,2010,3,USA,Comedy
Christmas Under Wraps,2010,3,USA,Comedy
"Flash, The",2020,1,USA,Action
Tusk,2010,0,USA,Comedy
Meet the Mormons,2010,3,USA,Documentary
Endless Love,2010,1,USA,Drama
Austin Powers: International Man of Mystery,1990,2,USA,Adventure
"Fifth Element, The",1990,1,USA,Action
"Game, The",1990,1,USA,Drama
Murder at 1600,1990,1,USA,Action
Gattaca,1990,1,USA,Drama
Men in Black,1990,1,USA,Action
"Devil&#39;s Advocate, The",1990,3,USA,Drama
Starship Troopers,1990,3,USA,Action
Alien: Resurrection,1990,3,USA,Action
Conspiracy Theory,1990,2,USA,Action
Titanic,1990,3,USA,Drama
Dante's Peak,1990,3,USA,Action
Liar Liar,1990,1,USA,Comedy
Flubber,1990,2,USA,Comedy
G.I. Jane,1990,3,USA,Action
Con Air,1990,2,USA,Action
Good Will Hunting,1990,0,USA,Drama
"Postman, The",1990,1,USA,Action
Event Horizon,1990,3,USA,Horror
Romy and Michelle&#39;s High School Reunion,1990,3,USA,Comedy
Contact,1990,3,USA,Drama
As Good as It Gets,1990,3,USA,Comedy
Grosse Pointe Blank,1990,3,USA,Action
Batman &amp; Robin,1990,2,USA,Action
Jungle 2 Jungle,1990,2,USA,Comedy
For Richer or Poorer,1990,3,USA,Comedy
Air Force One,1990,1,USA,Action
"Winter Guest, The",1990,3,USA,Drama
"Inheritance, The",1990,3,USA,Drama
Wild America,1990,2,USA,Action
My Best Friend&#39;s Wedding,1990,2,USA,Comedy
Anastasia,1990,3,USA,Animation
Air Bud,1990,1,USA,Comedy
Good Burger,1990,1,USA,Comedy
Fierce Creatures,1990,1,USA,Comedy
Clockwatchers,1990,3,USA,Comedy
Cats Don&#39;t Dance,1990,3,USA,Animation
Eve&#39;s Bayou,1990,3,USA,Drama
Jackie Brown,1990,3,USA,Crime
L.A. Confidential,1990,1,USA,Crime
Boogie Nights,1990,3,USA,Drama
Volcano,1990,3,USA,Action
Chasing Amy,1990,3,USA,Comedy
Paradise Road,1990,3,USA,Drama
Vegas Vacation,1990,3,USA,Comedy
Selena,1990,3,USA,Biography
A Simple Wish,1990,3,USA,Comedy
Turbo: A Power Rangers Movie,1990,3,USA,Action
Spawn,1990,3,USA,Action
Kiss the Girls,1990,2,USA,Crime
Orgazmo,1990,1,USA,Comedy
Snow White: A Tale of Terror,1990,3,USA,Adventure
Mortal Kombat: Annihilation,1990,3,USA,Action
Lost Highway,1990,1,USA,Drama
George of the Jungle,1990,3,USA,Action
"Peacemaker, The",1990,3,USA,Action
In the Company of Men,1990,1,USA,Comedy
Mrs Dalloway,1990,3,USA,Drama
Scream 2,1990,3,USA,Horror
I Know What You Did Last Summer,1990,3,USA,Horror
I Think I Do,1990,3,USA,Comedy
"Lost World: Jurassic Park, The",1990,3,USA,Action
Free Willy 3: The Rescue,1990,1,USA,Adventure
Picture Perfect,1990,3,USA,Comedy
Face/Off,1990,1,USA,Action
Soul Food,1990,3,USA,Comedy
"Night Flier, The",1990,3,USA,Fantasy
Tower of Terror,1990,3,USA,Comedy
Clover,1990,3,USA,Drama
"Odyssey, The",1990,2,USA,Adventure
"House of Yes, The",1990,3,USA,Comedy
"Sticky Fingers of Time, The",1990,3,USA,Sci-Fi
"Full Monty, The",1990,2,USA,Comedy
A Life Less Ordinary,1990,2,USA,Comedy
Donnie Brasco,1990,1,USA,Biography
Seven Years in Tibet,1990,1,USA,Adventure
An American Werewolf in Paris,1990,1,USA,Comedy
Gummo,1990,3,USA,Comedy
Cop Land,1990,0,USA,Crime
Lolita,1960,3,USA,Crime
