movie,decade,rating,country,genre
"Hundred-Foot Journey, The",2010,3,USA,"Comedy, Drama"
Need for Speed,2010,1,USA,"Action, Crime, Thriller"
"Boxtrolls, The",2010,2,USA,"Animation, Adventure, Comedy"
"Giver, The",2010,3,USA,"Drama, Romance, Sci-Fi"
Hector and the Search for Happiness,2010,1,USA,"Adventure, Comedy, Drama"
Let&#39;s Be Cops,2010,0,USA,"Action, Comedy, Crime"
"Expendables 3, The",2010,0,USA,"Action, Adventure, Thriller"
When the Game Stands Tall,2010,1,USA,"Biography, Drama, Family"
A Most Wanted Man,2010,2,USA,"Crime, Drama, Thriller"
Sin City: A Dame to Kill For,2010,1,USA,"Action, Crime, Thriller"
Get On Up,2010,2,USA,"Biography, Drama, Music"
If I Stay,2010,3,USA,"Drama, Fantasy, Music"
"One I Love, The",2010,3,USA,"Comedy, Drama, Fantasy"
Women Aren&#39;t Funny,2010,3,USA,"Documentary, Comedy"
"November Man, The",2010,1,USA,"Action, Adventure, Crime"
As Above So Below,2010,3,USA,"Horror, Mystery, Thriller"
"Drop, The",2010,1,USA,"Crime, Drama, Thriller"
Moms&#39; Night Out,2010,3,USA,Comedy
Atlas Shrugged: Who Is John Galt?,2010,3,USA,"Drama, Mystery, Sci-Fi"
"Maze Runner, The",2010,1,USA,"Action, Mystery, Sci-Fi"
Pride,2010,3,USA,"Biography, Comedy, Drama"
Maps to the Stars,2010,3,USA,"Comedy, Drama, Mystery"
A Walk Among the Tombstones,2010,1,USA,"Action, Crime, Drama"
"Disappearance of Eleanor Rigby: Them, The",2010,3,USA,"Drama, Romance"
"Equalizer, The",2010,1,USA,"Action, Crime, Thriller"
Gone Girl,2010,3,USA,"Drama, Mystery, Thriller"
Annabelle,2010,3,USA,"Horror, Mystery, Thriller"
Two Night Stand,2010,3,USA,"Comedy, Romance"
My Little Pony: Equestria Girls - Rainbow Rocks,2010,3,USA,"Animation, Adventure, Comedy"
Wish I Was Here,2010,3,USA,"Comedy, Drama"
No Good Deed,2010,3,USA,"Crime, Drama, Horror"
Beyond the Lights,2010,3,USA,"Drama, Music, Romance"
Whiplash,2010,1,USA,"Drama, Music"
Laggies,2010,3,USA,"Comedy, Drama, Romance"
"Good Lie, The",2010,3,USA,"Biography, Drama"
"Judge, The",2010,2,USA,"Crime, Drama, Mystery"
"Alexander and the Terrible, Horrible, No Good Very Bad Day",2010,3,USA,"Comedy, Drama, Family"
"Book of Life, The",2010,3,USA,"Animation, Adventure, Comedy"
Fury,1930,2,USA,"Crime, Drama, Film-Noir"
Happy Christmas,2010,3,USA,"Comedy, Drama"
Nightcrawler,2010,3,USA,"Crime, Drama, Thriller"
John Wick,2010,1,USA,"Action, Crime, Thriller"
Interstellar,2010,3,USA,"Adventure, Drama, Sci-Fi"
"Interview, The",2010,1,USA,"Action, Adventure, Comedy"
Big Hero 6,2010,3,USA,"Animation, Action, Adventure"
Birdman,2010,3,USA,"Comedy, Drama"
Dear White People,2010,3,USA,"Comedy, Drama, Romance"
Inherent Vice,2010,1,USA,"Comedy, Crime, Drama"
"Hunger Games: Mockingjay - Part 1, The",2010,3,USA,"Action, Adventure, Sci-Fi"
Citizenfour,2010,1,USA,"Documentary, Biography"
"Imitation Game, The",2010,2,USA,"Biography, Drama, Thriller"
Foxcatcher,2010,1,USA,"Biography, Drama, History"
Magic in the Moonlight,2010,3,USA,"Comedy, Drama, Romance"
Penguins of Madagascar,2010,0,USA,"Animation, Action, Adventure"
"Single Moms Club, The",2010,3,USA,"Comedy, Drama"
Barbie and the Secret Door,2010,3,USA,"Animation, Family"
Selma,2010,3,USA,"Biography, Drama, History"
Into the Woods,2010,3,USA,"Adventure, Comedy, Drama"
"Theory of Everything, The",2010,3,USA,"Biography, Drama, Romance"
Wild,2010,3,USA,"Adventure, Biography, Drama"
This Is Where I Leave You,2010,2,USA,"Comedy, Drama"
Ouija,2010,3,USA,"Horror, Mystery, Thriller"
"Homesman, The",2010,1,USA,"Drama, Western"
Frozen in Time,2010,0,USA,"Animation, Adventure, Family"
"Hobbit: The Battle of the Five Armies, The",2010,1,USA,"Adventure, Fantasy"
Annie,1980,3,USA,"Comedy, Drama, Family"
Mr. Turner,2010,1,USA,"Biography, Drama, History"
St. Vincent,2010,3,USA,"Comedy, Drama"
Unbroken,2010,0,USA,"Action, Biography, Drama"
Exodus: Gods and Kings,2010,2,USA,"Action, Adventure, Drama"
White Bird in a Blizzard,2010,3,USA,"Drama, Mystery, Thriller"
Top Five,2010,3,USA,"Comedy, Romance"
They Came Together,2010,3,USA,"Comedy, Romance"
Good People,2010,3,USA,"Action, Adventure, Crime"
A Girl Walks Home Alone at Night,2010,3,USA,"Drama, Horror, Romance"
You&#39;re Not You,2010,3,USA,Drama
I Origins,2010,3,USA,"Drama, Mystery, Romance"
Treehouse,2010,3,USA,"Horror, Mystery, Thriller"
Still Alice,2010,3,USA,Drama
Zombeavers,2010,3,USA,"Comedy, Horror"
Kingsman: The Secret Service,2010,3,USA,"Action, Adventure, Comedy"
Project Almanac,2010,3,USA,"Drama, Mystery, Sci-Fi"
"Disappearance of Eleanor Rigby: Her, The",2010,3,USA,"Drama, Romance"
A Most Violent Year,2010,3,USA,"Action, Crime, Drama"
American Sniper,2010,1,USA,"Action, Biography, Drama"
"Normal Heart, The",2010,1,USA,"Biography, Drama, History"
Cake,2010,3,USA,Drama
Parallels,2010,3,USA,"Action, Sci-Fi"
Big Eyes,2010,3,USA,"Biography, Crime, Drama"
Predestination,2010,3,USA,"Action, Drama, Sci-Fi"
God&#39;s Pocket,2010,1,USA,"Crime, Drama"
Before I Go to Sleep,2010,3,USA,"Drama, Mystery, Thriller"
Seventh Son,2010,3,USA,"Action, Adventure, Fantasy"
Love Is Strange,2010,2,USA,"Drama, Romance"
Suite francaise,2010,3,USA,"Drama, Romance, Thriller"
Someone Marry Barry,2010,2,USA,Comedy
"Scribbler, The",2010,3,USA,"Mystery, Sci-Fi, Thriller"
Welcome to Me,2010,3,USA,"Comedy, Drama"
"Last Five Years, The",2010,1,USA,"Comedy, Drama, Musical"
Boy Meets Girl,2010,3,USA,"Comedy, Drama, Romance"
My Old Lady,2010,3,USA,"Comedy, Drama, Romance"
Love &amp; Mercy,2010,2,USA,"Biography, Drama, Music"
Mike and I,2010,1,USA,"Short, Horror"
"Houses October Built, The",2010,0,USA,"Horror, Thriller"
"Kumiko, the Treasure Hunter",2010,3,USA,Drama
Learning to Drive,2010,3,USA,"Comedy, Drama, Romance"
Infinitely Polar Bear,2010,3,USA,"Comedy, Drama, Romance"
Angry Video Game Nerd: The Movie,2010,3,USA,"Adventure, Comedy, Sci-Fi"
She&#39;s Funny That Way,2010,3,USA,"Comedy, Drama"
Outcast,2010,3,USA,"Action, Adventure, Thriller"
Step Up All In,2010,2,USA,"Drama, Music, Romance"
Black Sea,2010,0,USA,"Adventure, Drama, Thriller"
Cooties,2010,1,USA,"Action, Comedy, Horror"
East Side Sushi,2010,3,USA,"Comedy, Drama, Family"
Unfriended,2010,3,USA,"Horror, Mystery, Thriller"
Big Game,2010,0,USA,"Action, Adventure, Comedy"
It Follows,2010,3,USA,"Horror, Mystery, Thriller"
Lust for Love,2010,3,USA,"Comedy, Romance"
"Taking of Deborah Logan, The",2010,3,USA,"Horror, Mystery, Thriller"
Rosewater,2010,1,USA,"Biography, Drama"
Mercenaries,2010,3,USA,"Action, Adventure"
Dark Was the Night,2010,1,USA,"Drama, Horror, Thriller"
Hits,2010,3,USA,"Comedy, Drama"
Miss Meadows,2010,3,USA,"Comedy, Crime, Drama"
Comet,2010,1,USA,"Comedy, Drama, Romance"
Ask Me Anything,2010,3,USA,"Comedy, Drama, Mystery"
Innocence,2010,3,USA,"Fantasy, Horror, Mystery"
While We&#39;re Young,2010,3,USA,"Comedy, Drama, Mystery"
Spring,2010,0,USA,"Drama, Horror, Romance"
"Like Sunday, Like Rain",2010,3,USA,"Drama, Music"
Life Partners,2010,3,USA,"Comedy, Drama, Romance"
Not Cool,2010,3,USA,"Comedy, Drama, Romance"
Stretch,2010,1,USA,"Comedy, Crime"
Cut Bank,2010,3,USA,"Crime, Drama, Mystery"
River of Fundament,2010,3,USA,"Drama, Music"
Every Secret Thing,2010,3,USA,"Crime, Drama, Mystery"
Eat with Me,2010,3,USA,"Comedy, Drama, Romance"
Faults,2010,3,USA,"Drama, Mystery, Thriller"
Before We Go,2010,3,USA,"Comedy, Drama, Romance"
Land Ho!,2010,3,USA,"Adventure, Comedy"
5 Flights Up,2010,3,USA,"Comedy, Drama"
"Damned Thing, The",2010,1,USA,"Horror, Thriller"
Anatomy of a Love Seen,2010,3,USA,"Drama, Romance"
Son of Batman,2010,2,USA,"Animation, Action, Adventure"
Young Ones,2010,1,USA,"Action, Drama, Romance"
Clown,2010,3,USA,"Horror, Thriller"
"Gabby Douglas Story, The",2010,1,USA,"Biography, Drama, Sport"
Jane the Virgin,2010,3,USA,Comedy
Horrible Bosses 2,2010,1,USA,"Comedy, Crime"
Fort Tilden,2010,1,USA,Comedy
Gotham,2010,3,USA,"Action, Crime, Drama"
"Frame, The",2010,3,USA,"Crime, Drama, Fantasy"
Out of the Dark,2010,3,USA,"Horror, Mystery, Thriller"
Girltrash: All Night Long,2010,3,USA,"Comedy, Crime, Drama"
Da Sweet Blood of Jesus,2010,3,USA,"Comedy, Drama, Horror"
H.,2010,1,USA,"Drama, Sci-Fi, Thriller"
Sharknado 2: The Second One,2010,3,USA,"Action, Adventure, Comedy"
"Lookalike, The",2010,3,USA,"Crime, Thriller"
Creep,2010,0,USA,"Horror, Thriller"
Last Shift,2010,3,USA,"Horror, Mystery"
Heaven Is For Real,2010,2,USA,"Biography, Drama, Family"
Search Party,2010,2,USA,"Adventure, Comedy"
Better Living Through Chemistry,2010,1,USA,"Comedy, Drama"
Dumb and Dumber 2,2010,3,USA,Comedy
"Town That Dreaded Sundown, The",1970,1,USA,"Crime, Drama, Horror"
Dolphin Tale 2,2010,3,USA,"Drama, Family"
Night at the Museum: Secret of the Tomb,2010,1,USA,"Adventure, Comedy, Family"
Dracula Untold,2010,0,USA,"Action, Drama, Fantasy"
Earth To Echo,2010,1,USA,"Adventure, Family, Sci-Fi"
About Last Night,1980,3,USA,"Comedy, Drama, Romance"
Deliver Us From Evil,2010,2,USA,"Crime, Horror, Mystery"
Out in the Night,2010,3,USA,"Documentary, Biography, Crime"
Date and Switch,2010,2,USA,"Comedy, Drama, Romance"
Sex Ed,2010,3,USA,"Comedy, Romance"
Alex of Venice,2010,3,USA,Drama
Taken 3,2010,1,USA,"Action, Crime, Thriller"
Awesome Asian Bad Guys,2010,1,USA,"Action, Comedy"
Mass Extinction: Life at the Brink,2010,0,USA,Documentary
"Red Tent, The",2010,3,USA,"Drama, History, Romance"
Big Stone Gap,2010,3,USA,"Comedy, Family, Mystery"
Cloud 9,2010,3,USA,"Drama, Family, Sport"
"Nut Job, The",2010,3,USA,"Animation, Adventure, Comedy"
12 Dog Days Till Christmas,2010,3,USA,"Comedy, Drama, Family"
Christmas Under Wraps,2010,3,USA,"Comedy, Drama, Romance"
"Flash, The",2020,1,USA,"Action, Adventure, Fantasy"
Tusk,2010,0,USA,"Comedy, Horror"
Meet the Mormons,2010,3,USA,Documentary
Endless Love,2010,1,USA,"Drama, Mystery, Romance"
Austin Powers: International Man of Mystery,1990,2,USA,"Adventure, Comedy"
"Fifth Element, The",1990,1,USA,"Action, Adventure, Sci-Fi"
"Game, The",1990,1,USA,"Drama, Mystery, Thriller"
Murder at 1600,1990,1,USA,"Action, Crime, Drama"
Gattaca,1990,1,USA,"Drama, Sci-Fi, Thriller"
Men in Black,1990,1,USA,"Action, Adventure, Comedy"
"Devil&#39;s Advocate, The",1990,3,USA,"Drama, Fantasy, Mystery"
Starship Troopers,1990,3,USA,"Action, Adventure, Sci-Fi"
Alien: Resurrection,1990,3,USA,"Action, Horror, Sci-Fi"
Conspiracy Theory,1990,2,USA,"Action, Drama, Mystery"
Titanic,1990,3,USA,"Drama, Romance"
Dante's Peak,1990,3,USA,"Action, Adventure, Thriller"
Liar Liar,1990,1,USA,"Comedy, Fantasy"
Flubber,1990,2,USA,"Comedy, Family, Sci-Fi"
G.I. Jane,1990,3,USA,"Action, Drama, War"
Con Air,1990,2,USA,"Action, Crime, Thriller"
Good Will Hunting,1990,0,USA,"Drama, Romance"
"Postman, The",1990,1,USA,"Action, Adventure, Drama"
Event Horizon,1990,3,USA,"Horror, Sci-Fi, Thriller"
Romy and Michelle&#39;s High School Reunion,1990,3,USA,Comedy
Contact,1990,3,USA,"Drama, Mystery, Sci-Fi"
As Good as It Gets,1990,3,USA,"Comedy, Drama, Romance"
Grosse Pointe Blank,1990,3,USA,"Action, Comedy, Crime"
Batman &amp; Robin,1990,2,USA,"Action, Sci-Fi"
Jungle 2 Jungle,1990,2,USA,"Comedy, Family"
For Richer or Poorer,1990,3,USA,"Comedy, Romance"
Air Force One,1990,1,USA,"Action, Crime, Drama"
"Winter Guest, The",1990,3,USA,Drama
"Inheritance, The",1990,3,USA,"Drama, Romance"
Wild America,1990,2,USA,"Action, Adventure, Comedy"
My Best Friend&#39;s Wedding,1990,2,USA,"Comedy, Drama, Romance"
Anastasia,1990,3,USA,"Animation, Adventure, Drama"
Air Bud,1990,1,USA,"Comedy, Drama, Family"
Good Burger,1990,1,USA,"Comedy, Family"
Fierce Creatures,1990,1,USA,Comedy
Clockwatchers,1990,3,USA,"Comedy, Drama"
Cats Don&#39;t Dance,1990,3,USA,"Animation, Comedy, Family"
Eve&#39;s Bayou,1990,3,USA,Drama
Jackie Brown,1990,3,USA,"Crime, Drama, Thriller"
L.A. Confidential,1990,1,USA,"Crime, Drama, Mystery"
Boogie Nights,1990,3,USA,Drama
Volcano,1990,3,USA,"Action, Drama, Sci-Fi"
Chasing Amy,1990,3,USA,"Comedy, Drama, Romance"
Paradise Road,1990,3,USA,"Drama, History, War"
Vegas Vacation,1990,3,USA,Comedy
Selena,1990,3,USA,"Biography, Drama, Music"
A Simple Wish,1990,3,USA,"Comedy, Family, Fantasy"
Turbo: A Power Rangers Movie,1990,3,USA,"Action, Adventure, Family"
Spawn,1990,3,USA,"Action, Crime, Drama"
Kiss the Girls,1990,2,USA,"Crime, Drama, Mystery"
Orgazmo,1990,1,USA,Comedy
Snow White: A Tale of Terror,1990,3,USA,"Adventure, Fantasy, Horror"
Mortal Kombat: Annihilation,1990,3,USA,"Action, Adventure, Fantasy"
Lost Highway,1990,1,USA,"Drama, Mystery, Thriller"
George of the Jungle,1990,3,USA,"Action, Adventure, Comedy"
"Peacemaker, The",1990,3,USA,"Action, Drama, Thriller"
In the Company of Men,1990,1,USA,"Comedy, Drama"
Mrs Dalloway,1990,3,USA,"Drama, Romance"
Scream 2,1990,3,USA,"Horror, Mystery"
I Know What You Did Last Summer,1990,3,USA,"Horror, Mystery"
I Think I Do,1990,3,USA,"Comedy, Romance"
"Lost World: Jurassic Park, The",1990,3,USA,"Action, Adventure, Sci-Fi"
Free Willy 3: The Rescue,1990,1,USA,"Adventure, Drama, Family"
Picture Perfect,1990,3,USA,"Comedy, Drama, Romance"
Face/Off,1990,1,USA,"Action, Crime, Sci-Fi"
Soul Food,1990,3,USA,"Comedy, Drama"
"Night Flier, The",1990,3,USA,"Fantasy, Horror, Mystery"
Tower of Terror,1990,3,USA,"Comedy, Family, Horror"
Clover,1990,3,USA,Drama
"Odyssey, The",1990,2,USA,"Adventure, Drama, Fantasy"
"House of Yes, The",1990,3,USA,"Comedy, Drama, Thriller"
"Sticky Fingers of Time, The",1990,3,USA,Sci-Fi
"Full Monty, The",1990,2,USA,"Comedy, Drama"
A Life Less Ordinary,1990,2,USA,"Comedy, Crime, Fantasy"
Donnie Brasco,1990,1,USA,"Biography, Crime, Drama"
Seven Years in Tibet,1990,1,USA,"Adventure, Biography, Drama"
An American Werewolf in Paris,1990,1,USA,"Comedy, Fantasy, Horror"
Gummo,1990,3,USA,"Comedy, Drama"
Cop Land,1990,0,USA,"Crime, Drama, Thriller"
Lolita,1960,3,USA,"Crime, Drama, Romance"
Anaconda,1990,2,USA,"Action, Adventure, Horror"
Mrs. Brown,1990,3,USA,"Biography, Drama, History"
Tomorrow Never Dies,1990,1,USA,"Action, Adventure, Thriller"
Home Alone 3,1990,3,USA,"Action, Comedy, Crime"
Retroactive,1990,2,USA,"Action, Crime, Drama"
In &amp; Out,1990,2,USA,"Comedy, Romance"
Steel,1990,2,USA,"Action, Adventure, Crime"
"Borrowers, The",1990,3,USA,"Adventure, Comedy, Family"
"Advocate&#39;s Devil, The",1990,2,USA,"Crime, Drama, Horror"
"Killing Secret, The",1990,3,USA,"Crime, Drama, Mystery"
Amistad,1990,0,USA,"Biography, Drama, History"
Nowhere,1990,3,USA,"Comedy, Drama, Sci-Fi"
"Negotiator, The",1990,1,USA,"Action, Crime, Drama"
Blade,1990,1,USA,"Action, Horror, Sci-Fi"
Deep Impact,1990,3,USA,"Action, Drama, Sci-Fi"
Future Sport,1990,1,USA,"Action, Sci-Fi, Sport"
"Truman Show, The",1990,1,USA,"Comedy, Drama"
Ever After,1990,3,USA,"Drama, Romance"
"Thin Red Line, The",1990,1,USA,"Drama, History, War"
Strike!,1990,3,USA,Comedy
"Opposite of Sex, The",1990,3,USA,"Comedy, Drama, Romance"
Rushmore,1990,3,USA,"Comedy, Drama, Romance"
Sphere,1990,1,USA,"Action, Mystery, Sci-Fi"
Apt Pupil,1990,1,USA,"Crime, Drama, Thriller"
"Big Lebowski, The",1990,1,USA,"Comedy, Crime"
Fear and Loathing in Las Vegas,1990,1,USA,"Adventure, Comedy, Drama"
Velvet Goldmine,1990,2,USA,"Drama, Music"
"Faculty, The",1990,3,USA,"Horror, Mystery, Sci-Fi"
"Wedding Singer, The",1990,3,USA,"Comedy, Music, Romance"
Gia,1990,3,USA,"Biography, Drama, Romance"
Armageddon,1990,1,USA,"Action, Adventure, Sci-Fi"
You&#39;ve Got Mail,1990,3,USA,"Comedy, Drama, Romance"
High Art,1990,3,USA,"Drama, Romance"
Phantoms,1990,3,USA,"Horror, Sci-Fi, Thriller"
"Red Violin, The",1990,3,USA,"Drama, Music, Mystery"
Happiness,1990,3,USA,"Comedy, Drama"
54,1990,1,USA,"Drama, Music"
Star Trek: Insurrection,1990,3,USA,"Action, Adventure, Sci-Fi"
"Mask of Zorro, The",1990,1,USA,"Action, Adventure, Comedy"
Six Days Seven Nights,1990,1,USA,"Action, Adventure, Comedy"
Practical Magic,1990,3,USA,"Comedy, Drama, Fantasy"
Pleasantville,1990,3,USA,"Comedy, Drama, Fantasy"
"Man in the Iron Mask, The",1970,2,USA,"Adventure, History"
Saving Private Ryan,1990,0,USA,"Drama, War"
"Parent Trap, The",1960,3,USA,"Comedy, Family, Romance"
Stepmom,1990,3,USA,"Comedy, Drama"
Rush Hour,1990,1,USA,"Action, Comedy, Crime"
Rounders,1990,1,USA,"Crime, Drama"
Pi,1990,2,USA,"Drama, Horror, Mystery"
"Prince of Egypt, The",1990,3,USA,"Animation, Adventure, Drama"
"Lock, Stock and Two Smoking Barrels",1990,1,USA,"Action, Comedy, Crime"
Your Friends and Neighbors,1990,3,USA,"Comedy, Drama, Romance"
Dark City,1990,1,USA,"Fantasy, Mystery, Sci-Fi"
Shakespeare in Love,1990,3,USA,"Comedy, Drama, History"
Quest for Camelot,1990,3,USA,"Animation, Adventure, Comedy"
"X Files, The",1990,3,USA,"Drama, Mystery, Sci-Fi"
Buffalo &#39;66,1990,1,USA,"Comedy, Drama, Romance"
A Bug&#39;s Life,1990,3,USA,"Animation, Adventure, Comedy"
Out of Sight,1990,2,USA,"Comedy, Crime, Drama"
Primary Colors,1990,3,USA,"Comedy, Drama"
American History X,1990,2,USA,"Crime, Drama"
Dancing at Lughnasa,1990,3,USA,"Drama, Romance"
Slums of Beverly Hills,1990,3,USA,"Comedy, Drama"
Small Soldiers,1990,1,USA,"Action, Adventure, Comedy"
Dark Harbor,1990,1,USA,"Thriller, Drama"
SLC Punk!,1990,1,USA,"Comedy, Drama, Music"
Safe Men,1990,0,USA,"Comedy, Crime"
Smoke Signals,1990,3,USA,"Comedy, Drama"
Mercury Rising,1990,1,USA,"Action, Crime, Drama"
BASEketball,1990,1,USA,"Comedy, Sport"
Disturbing Behavior,1990,1,USA,"Horror, Mystery, Sci-Fi"
Vampires (John Carpenter&#39;s),1990,0,USA,"Action, Horror, Thriller"
Sliding Doors,1990,3,USA,"Comedy, Drama, Fantasy"
"Last Days of Disco, The",1990,3,USA,"Comedy, Drama, Music"
Beloved,1990,3,USA,"Drama, History, Horror"
Species II,1990,3,USA,"Action, Horror, Sci-Fi"
Hope Floats,1990,3,USA,"Drama, Romance"
"Proposition, The",1990,2,USA,"Drama, Romance"
Bride of Chucky,1990,1,USA,"Comedy, Horror, Thriller"
Urban Legend,1990,3,USA,"Horror, Mystery, Thriller"
Halloween H20: 20 Years Later,1990,3,USA,"Horror, Thriller"
Wild Things,1990,3,USA,"Crime, Drama, Mystery"
"Avengers, The",1990,3,USA,"Action, Adventure, Sci-Fi"
Enemy of the State,1990,1,USA,"Action, Thriller"
Lost in Space,1990,3,USA,"Action, Adventure, Sci-Fi"
There&#39;s Something About Mary,1990,3,USA,"Comedy, Romance"
Trance (The Eternal),1990,3,USA,Horror
Moby Dick,1990,0,USA,"Adventure, Drama, Thriller"
City of Angels,1990,3,USA,"Drama, Fantasy, Romance"
Hurlyburly,1990,1,USA,"Comedy, Drama"
Following,1990,0,USA,"Crime, Mystery, Thriller"
Patch Adams,1990,3,USA,"Biography, Comedy, Drama"
"Rugrats Movie, The",1990,3,USA,"Animation, Adventure, Comedy"
I Still Know What You Did Last Summer,1990,3,USA,"Horror, Mystery, Thriller"
Pecker,1990,3,USA,"Comedy, Drama"
Ronin,1990,1,USA,"Action, Crime, Thriller"
Lick the Star,1990,3,USA,"Drama, Short"
"Waterboy, The",1990,2,USA,"Comedy, Sport"
Tomorrow Night,1990,2,USA,Comedy
Snake Eyes,1990,1,USA,"Crime, Mystery, Thriller"
Celebrity,1990,3,USA,"Comedy, Drama"
Great Expectations,1990,1,USA,"Drama, Romance"
Meet Joe Black,1990,1,USA,"Drama, Fantasy, Romance"
Thursday,1990,1,USA,"Action, Comedy, Crime"
Lethal Weapon 4,1990,1,USA,"Action, Crime, Thriller"
Madeline,1990,3,USA,"Comedy, Family"
A Perfect Murder,1990,3,USA,"Crime, Drama, Thriller"
Antz,1990,3,USA,"Animation, Adventure, Comedy"
Can&#39;t Hardly Wait,1990,1,USA,"Comedy, Romance"
What Dreams May Come,1990,1,USA,"Drama, Fantasy, Romance"
Halloweentown,1990,3,USA,"Adventure, Comedy, Family"
Thats 70s Show,1990,2,USA,"Comedy, Drama, Romance"
Dangerous Beauty,1990,3,USA,"Biography, Drama, Romance"
Next Stop Wonderland,1990,3,USA,"Comedy, Drama, Romance"
Montana,1990,0,USA,"Action, Comedy, Crime"
Return to Paradise,1990,2,USA,"Drama, Romance, Thriller"
Hard Rain,1990,2,USA,"Action, Crime, Drama"
Doctor Dolittle,1990,2,USA,"Comedy, Family, Fantasy"
Barney&#39;s Great Adventure,1990,3,USA,"Adventure, Comedy, Drama"
Half Baked,1990,1,USA,"Comedy, Crime"
Austin Powers: The Spy Who Shagged Me,1990,1,USA,"Action, Adventure, Comedy"
Three to Tango,1990,1,USA,"Comedy, Romance"
Office Space,1990,1,USA,Comedy
"Matrix, The",1990,3,USA,"Action, Sci-Fi"
American Beauty,1990,3,USA,Drama
Toy Story 2,1990,1,USA,"Animation, Adventure, Comedy"
Sleepy Hollow,1990,3,USA,"Fantasy, Horror, Mystery"
8MM,1990,1,USA,"Crime, Drama, Mystery"
Blue Streak,1990,1,USA,"Action, Comedy, Crime"
Fight Club,1990,1,USA,Drama
Ghost Dog: The Way of the Samurai,1990,1,USA,"Crime, Drama"
But I&#39;m a Cheerleader,1990,3,USA,"Comedy, Drama, Romance"
"Girl, Interrupted",1990,3,USA,"Biography, Drama"
Boys Don&#39;t Cry,1990,2,USA,"Biography, Crime, Drama"
Jawbreaker,1990,3,USA,"Comedy, Crime, Thriller"
10 Things I Hate About You,1990,3,USA,"Comedy, Drama, Romance"
Star Wars: Episode I - The Phantom Menace,1990,3,USA,"Action, Adventure, Fantasy"
"Sixth Sense, The",1990,3,USA,"Drama, Mystery, Thriller"
Flawless,1990,1,USA,"Crime, Drama"
"Boondock Saints, The",1990,0,USA,"Action, Crime, Thriller"
Dogma,1990,3,USA,"Adventure, Comedy, Drama"
Eyes Wide Shut,1990,3,USA,"Drama, Mystery, Thriller"
"Other Sister, The",1990,3,USA,"Comedy, Drama, Romance"
Go!,1990,3,USA,"Comedy, Crime"
Election,1990,3,USA,"Comedy, Romance"
"Iron Giant, The",1990,0,USA,"Animation, Action, Adventure"
Being John Malkovich,1990,3,USA,"Comedy, Drama, Fantasy"
Galaxy Quest,1990,1,USA,"Adventure, Comedy, Sci-Fi"
Wives and Daughters,1990,3,USA,Drama
Tarzan,1990,2,USA,"Animation, Adventure, Comedy"
Wild Wild West,1990,2,USA,"Action, Comedy, Sci-Fi"
A Midsummer Night&#39;s Dream,1990,2,USA,"Comedy, Fantasy, Romance"
Anna and the King,1990,3,USA,"Drama, History, Romance"
Stuart Little,1990,1,USA,"Adventure, Comedy, Family"
Drop Dead Gorgeous,1990,3,USA,"Comedy, Romance, Thriller"
Anywhere But Here,1990,3,USA,"Comedy, Drama"
South Park: Bigger Longer &amp; Uncut,1990,3,USA,"Animation, Comedy, Fantasy"
American Pie,1990,2,USA,Comedy
"Big Kahuna, The",1990,0,USA,"Drama, Comedy"
Magnolia,1990,3,USA,Drama
Titus,1990,3,USA,"Drama, History, Thriller"
Cruel Intentions,1990,3,USA,"Drama, Romance"
Black and White,1990,3,USA,"Crime, Drama, Music"
